,Time_norm,Time,Light,Light_norm,Growth_norm,Growth,DCW,DCW_norm,Growth rate,R0,R1,R2,R3,R4,is_train
0,-1.2751,0.0,574,0.95517392,0.0025291999999999997,0.026556602000000002,0.010357075,-1.508151398,0.007963426,1.7070123119257115,1.9045232620947337,1.425993052755246,1.9699401913516796,1.7690397809955722,True
1,-1.2710299999999999,0.1,574,0.95517392,0.0027227590000000004,0.028588966,0.011149697,-1.5072599359999999,0.007963426,1.7085583247352738,1.9076587236085247,1.4289307418809303,1.9724680282666043,1.7708456745314265,False
2,-1.26696,0.2,574,0.95517392,0.002918134,0.03064041,0.01194976,-1.506360105,0.008038173000000001,1.7101221687316654,1.910821047693585,1.4318959110063763,1.9750192896487553,1.7726674609881532,True
3,-1.26289,0.3,574,0.95517392,0.003115343,0.032711106000000004,0.012757331,-1.50545183,0.00811359,1.7117040592273596,1.9140104210671454,1.4348887906395662,1.9775941691565886,1.7745052545136943,True
4,-1.25882,0.4,574,0.95517392,0.003314402,0.034801225,0.013572478,-1.504535034,0.008189683,1.7133042165173888,1.9172270356728367,1.4379096170553838,1.98019286534322,1.776359172214956,True
5,-1.25475,0.5,574,0.95517392,0.003515328,0.036910942999999995,0.014395268000000001,-1.5036096419999998,0.008266457,1.7149228589175023,1.9204710746048148,1.4409586190552095,1.9828155702914834,1.7782293260385336,True
6,-1.25068,0.6,574,0.95517392,0.0037181370000000003,0.039040434,0.015225768999999998,-1.502675577,0.008343917,1.7165602097510524,1.9237427261127937,1.4440360311317963,1.9854624809260786,1.7801158308330225,True
7,-1.24661,0.7,574,0.95517392,0.003922845,0.041189875,0.016064051,-1.5017327619999998,0.008422068000000001,1.7182164938736615,1.9270421765454806,1.4471420868446563,1.9881337933166,1.7820188002739368,True
8,-1.24254,0.8,574,0.95517392,0.004129471,0.043359443,0.016910183,-1.5007811169999998,0.008500918,1.719891942964973,1.9303696208052554,1.4502770286827107,1.990829711148085,1.783938352885322,True
9,-1.2384700000000002,0.9,574,0.95517392,0.00433803,0.045549319000000005,0.017764235,-1.499820565,0.00858047,1.721586784992296,1.9337252413187853,1.4534410882292563,1.993550428692577,1.7858745999008716,True
10,-1.2344,1.0,574,0.95517392,0.004548541,0.047759684000000004,0.018626277,-1.498851027,0.00866073,1.7233012530071625,1.9371092254950617,1.4566345026334633,1.9962961449455885,1.7878276553234342,True
11,-1.23033,1.1,574,0.95517392,0.004761021,0.04999072,0.019496381,-1.4978724209999998,0.008741705,1.7250355869615053,1.9405217691475989,1.4598575178380466,1.9990670664227213,1.7897976378940634,True
12,-1.2262600000000001,1.2,574,0.95517392,0.004975487,0.05224261,0.020374618,-1.4968846669999998,0.008823399,1.7267900248786847,1.9439630590012058,1.46311037210441,2.0018633929675094,1.791784660985582,True
13,-1.2221899999999999,1.3,574,0.95517392,0.005191956,0.05451554,0.02126106,-1.495887685,0.008905819,1.728564806380752,1.947433279648168,1.4663933025231555,2.004685323385048,1.7937888366039598,True
14,-1.21812,1.4,574,0.95517392,0.005410447,0.05680969599999999,0.022155782000000002,-1.494881392,0.00898897,1.7303601780482962,1.9509326239406888,1.4697065548839108,2.007533063898393,1.7958102813803707,True
15,-1.21405,1.5,574,0.95517392,0.005630978000000001,0.059125267999999995,0.023058855,-1.493865706,0.009072858,1.7321763863215844,1.9544612790175715,1.4730503704523803,2.010406816790286,1.7978491084897947,False
16,-1.2099799999999998,1.6,574,0.95517392,0.005853566,0.061462444000000005,0.023970353,-1.492840544,0.009157489,1.7340136810695057,1.9580194332215672,1.4764249924974628,2.013306786028302,1.799905431634433,False
17,-1.20591,1.7,574,0.95517392,0.00607823,0.06382141599999999,0.024890352,-1.491805821,0.009242868000000001,1.7358723174085426,1.9616072795124166,1.4798306695653365,2.016233180054195,1.801979367004865,True
18,-1.20184,1.8,574,0.95517392,0.006304988,0.066202376,0.025818927000000002,-1.4907614530000002,0.009329001,1.7377525503364741,1.9652250050080449,1.4832676455344338,2.0191862032592263,1.8040710272226879,True
19,-1.19777,1.9,574,0.95517392,0.006533859,0.068605519,0.026756152999999998,-1.489707355,0.009415895,1.7396546383243712,1.9688727978808664,1.4867361661715233,2.0221660616027353,1.8061805253122387,True
20,-1.1937,2.0,574,0.95517392,0.006764861,0.071031041,0.027702106,-1.4886434419999999,0.009503555,1.7415788415249358,1.9725508438466877,1.4902364757775546,2.0251729597441828,1.8083079726561377,True
21,-1.18963,2.1,574,0.95517392,0.006998013000000001,0.073479137,0.028656862999999998,-1.487569626,0.009591986,1.743525427215419,1.9762593364797474,1.4937688270172989,2.028207109478975,1.8104534849482605,False
22,-1.18556,2.2,574,0.95517392,0.007233334,0.075950008,0.029620503,-1.48648582,0.009681196,1.7454946625814625,1.9799984633265728,1.4973334677104122,2.031268718388857,1.8126171741471726,True
23,-1.18149,2.3,574,0.95517392,0.0074708430000000004,0.078443853,0.030593102999999996,-1.485391937,0.009771189,1.7474868165164055,1.983768409326526,1.5009306440433174,2.0343579926268336,1.8147991504372796,True
24,-1.1774200000000001,2.4,574,0.95517392,0.0077105590000000005,0.080960874,0.031574741,-1.484287889,0.009861973000000001,1.7495021614449706,1.9875693602108857,1.5045606038460657,2.0374751396968365,1.8169995241792198,True
25,-1.17335,2.5,574,0.95517392,0.007952502,0.083501275,0.032565497,-1.483173585,0.009953552,1.751540977003199,1.9914015093160669,1.5082236030918623,2.040620374049755,1.8192184098393203,False
